name,thumb,link,description,img_link,,,,,,,,,,,,,,,,
JQUERY BEFORE/AFTER,#NAME?,http://www.catchmyfame.com/catchmyfame-jquery-plugins/jquery-beforeafter-plugin/,The jQuery Before/After plugin is a interactive tool to explore changes through time. The plugin creates a slider to let the visitor drag right and left over images or maps so you can easily compare changes.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/jquery-290x174.png,,,,,,,,,,,,,,,,
KARTOGRAPH,#NAME?,http://kartograph.org/,"Kartograph is a simple and lightweight framework for building interactive map applications without Google Maps or any other mapping service. It was created with the needs of designers and data journalists in mind. Actually, Kartograph is two libraries. One generates beautiful & compact SVG maps",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Kartograph-290x174.png,,,,,,,,,,,,,,,,
KENDO UI,#NAME?,http://www.kendoui.com/,"Kendo UI offers a comprehensive HTML5/JavaScript framework for modern web and mobile app development, offering everything professional developers need to build HTML5 sites and mobile apps. Kendo UI has it all: rich jQuery-based widgets, a simple and consistent programming interface, a rock-solid DataSource, validation, internationalization, a MVVM framework, themes, templates and the list goes on.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/KendoUI-290x174.png,,,,,,,,,,,,,,,,
KEYLINES,#NAME?,http://cambridge-intelligence.com/keylines/,"KeyLines is a JavaScript toolkit for visualising networks. It works with any graph database, on all major browsers and on all platforms - including touch devices and smart phones.  It uses HTML5 but also works on old versions of Internet Explorer. A growing collection of advanced features, such as social network analytics, automatic layouts and node grouping and filtering capabilities, has helped KeyLines enjoy a wide range of successful and high profile commercial deployments. KeyLines is ideal for those seeking a modern, flexible and customizable visualization solution that can reach anyone in the organisation.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/KeyLines-290x174.png,,,,,,,,,,,,,,,,
KEYNOTE,#NAME?,http://www.apple.com/uk/iwork/keynote/,"Everything said above about PowerPoint can be directly applied to Keynote, Apple's presentation product equivalent. The video below shows it in action, as the software tool behind the famous presentation slides used by Al Gore in the Inconvenient Truth.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Keynote-290x174.png,,,,,,,,,,,,,,,,
LCH COLOR GRADIENT PICKER,#NAME?,http://jsfiddle.net/d6wXV/6/embedded/result/,Creates an array of gradient colour options with different interpolations based on you colour selections.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/LCH-290x174.png,,,,,,,,,,,,,,,,
LEAFLET.JS,#NAME?,http://leafletjs.com/,"Leaflet is a modern open-source JavaScript library for mobile-friendly interactive maps with all the features most developers ever need for online maps. Leaflet is designed with simplicity, performance and usability in mind. It works efficiently across all major desktop and mobile platforms out of the box, taking advantage of HTML5 and CSS3 on modern browsers while still being accessible on older ones. It can be extended with many plugins, has a beautiful, easy to use and well-documented API and a simple, readable source code that is a joy to contribute to.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Leaflet-290x174.png,,,,,,,,,,,,,,,,
LEXALYTICS,#NAME?,http://www.lexalytics.com/,"Lexalytics turns unstructured text into structured data, telling you ""who"" is being discussed, ""what"" is the context of the conversation, and is it positive or negative - so that you can look for trends, send alerts, perform predictive analysis as part of your BI system, and more. Lexalytics builds a multi-lingual text analytics engine, Salience, that immediately provides excellent results with the ability to tune and customize as deeply as you desire.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Lexalytics-290x174.png,,,,,,,,,,,,,,,,
LEXIMANCER,#NAME?,https://www.leximancer.com/,"Leximancer enables you to navigate the complexity of text in a uniquely automated fashion. Our software identifies ‘Concepts’ within the text - not merely keywords but focused clusters of related, defining terms as conceptualised by the Author. Not according to a predefined dictionary or thesaurus. Leximancer embraces the complexity of language allowing the true meaning to emerge from the text itself, without human bias - in minutes!",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Leximancer-290x174.png,,,,,,,,,,,,,,,,
LIBREOFFICE CALC,#NAME?,https://www.libreoffice.org,"Like the Apache OpenOffice, LibreOffice offers a ""comprehensive, professional-quality productivity suite that you can download and install for free, with no fear of copyright infringement"". It is a freely available community-driven project with releases in more than 30 languages. The spreadsheet application here is also named Calc offering ""graphing functions to display large number of 2D and 3D graphics from 13 categories, including line, area, bar, pie, X-Y, and net – with the dozens of variations available, you're sure to find one that suits your project"".",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/LibreOffice-290x174.png,,,,,,,,,,,,,,,,
LINKURIOUS,#NAME?,http://linkurio.us/,The easiest way to explore graph databases - Linkurious helps you make sense of your graph data through a simple web-based interface.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Linkurious-290x174.png,,,,,,,,,,,,,,,,
LOVELY CHARTS,#NAME?,http://www.lovelycharts.com/,"Lovely Charts is a diagramming application that allows you to create professional looking diagrams of all kinds, such as flowcharts, sitemaps, business processes, organisation charts, wireframes and many more....",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/LovelyCharts-290x174.png,,,,,,,,,,,,,,,,
LYRA,#NAME?,http://idl.cs.washington.edu/projects/lyra/,Lyra is an interactive environment that enables custom visualization design without writing any code. Graphical “marks” can be bound to data fields using property drop zones,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Lyra-290x174.png,,"and directly moved, rotated, and resized using handles. Lyra also provides a data pipeline interface for iterative visual specification of data transformations and layout algorithms. Lyra is more expressive than interactive systems like Tableau, allowing designers to create custom visualizations comparable to hand-coded visualizations built with D3 or Processing. These visualizations can then be easily published and reused on the Web.",,,,,,,,,,,,,,
MAP STACK,#NAME?,http://content.stamen.com/map_stack_maps_for_all,"Map Stack makes designing maps free, easy and fun. Assemble a selection of different map layers like backgrounds, satellite imagery, terrain, roads or labels! Tweak Photoshop-like controls like colors, masks, opacity and brightness to make a map your own! Share your map with a link or Pinterest or Tumblr!",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MapStack-290x174.png,,,,,,,,,,,,,,,,
MAP VECTORIZER,#NAME?,https://github.com/NYPL/map-vectorizer,Map Vectorizer is an open-source map vectorizer project which aims to automate a manual process: geographic polygon and attribute data extraction from maps including those from insurance atlases published in the 19th and early 20th centuries.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MapVectorizer-290x174.png,,,,,,,,,,,,,,,,
MAPBOX,#NAME?,https://www.mapbox.com/mapbox-studio/,"MapBox is a platform for creating custom maps that fit your style, enhance user experiences, and visualize your data. We make it easy to find bars on foursquare, search for hotels on Hipmunk, and organize notes in Evernote. With MapBox, anyone can publish maps that perfectly integrate with apps, products, and stories. MapBox is the mapping platform for thousands of websites and apps, from social networks, to media outlets, to environmental analysis.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Mapbox-290x174.png,,,,,,,,,,,,,,,,
MAPCITE,#NAME?,http://www.mapcite.com/,"MAPCITE is a data visualization software company committed to helping organisations gain more insight from their data, by repeatedly solving key problems for customers in the commercial, government and third sectors. MAPCITE's location intelligence products have earned a reputation for innovation, ease of use, speed, and the highest quality user experience. MAPCITE for Excel enables you to visualize your data in Excel on a map enabling you to understand ""the where"" factors in your data. MAPCITE Online delivers to the capability to map big data to the non-technical user plus the ability to build and manipulate complex visual representations of data that would normally never move beyond the spreadsheet.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MapCite-290x174.png,,,,,,,,,,,,,,,,
MAPS4NEWS,#NAME?,https://maps4news.com/,"Create vector and raster maps in your own design. Start making maps online straight away with just a few clicks. Maps4New online is an easy-to-use, fast, and powerful mapping tool for all your maps. Create custom styled maps, add your data and publish your maps online or in printed material.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Maps4News-290x173.png,,,,,,,,,,,,,,,,
MAPTIVE,#NAME?,http://www.maptive.com/,"Make sense of your data on a Google Powered Map in secondsGeo-analytics simplified. Paste from a spreadsheet into our mapping tool and get started - Free! It’s not about maps: It’s about insight. We turn location data into a visual reference that informs and often elevates a decision or conversation. We are a 100% online so you can start mapping in seconds and gain insights immediately after. Maptive Free was created to answer the many requests of those who need a quality mapping solution, but whose needs or budgets don’t justify the purchase of Maptive Plus. Do-gooders of any sort (non-profits, academia, NGO’s, open-source contributors, you get the idea) can purchase Maptive Plus at a 30% discount.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Maptive-290x174.png,,,,,,,,,,,,,,,,
MATLAB,#NAME?,http://www.mathworks.com/products/matlab/,"All the graphics features that are required to visualise engineering and scientific data are available in MATLAB®, including 2-D and 3-D plotting functions, 3-D volume visualization functions, tools for interactively creating plots, and the ability to export results to all popular graphics formats.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Matlab-290x174.png,,,,,,,,,,,,,,,,
MATPLOTLIB,#NAME?,http://matplotlib.org/,"matplotlib is a python 2D plotting library which produces publication quality figures in a variety of hardcopy formats and interactive environments across platforms. matplotlib can be used in python scripts, the python and ipython shell (ala MATLAB®* or Mathematica®†), web application servers, and six graphical user interface toolkits.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/matplotlib-290x174.png,,,,,,,,,,,,,,,,
MAYA,#NAME?,http://usa.autodesk.com/maya/,"Like After Effects, Autodesk Maya 3D animation software delivers an end-to-end creative workflow with comprehensive tools for animation, modeling, simulation, visual effects, rendering, matchmoving, and compositing on a highly extensible production platform.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Maya-290x174.png,,,,,,,,,,,,,,,,
MECHANICAL TURK,#NAME?,https://www.mturk.com/mturk/welcome,"Useful resource to consider if you have manual data tasks that need accomplishing and you've a bit of spare budget to outsource it. ""Mechanical Turk is a marketplace for work. We give business and developers access to an on-demand, scalable workforce. Workers select from thousands of tasks and work whenever it's convenient.""",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MechanicalTurk-290x174.png,,,,,,,,,,,,,,,,
MEKKO GRAPHICS,#NAME?,http://www.mekkographics.com/,"Mekko Graphics helps you create stunning charts, including unique chart types, that really make an impact. Add chart enhancements that will focus your audience on the key insights and boost your productivity, especially when you’re creating complex charts.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/MekkoGraphics-290x179.png,,,,,,,,,,,,,,,,
MENTIONMAPP,#NAME?,http://www.mentionmapp.com/,"You’re curious, and so are we. Mentionmapp makes discovering Twitter’s great stuff easier. People, places, events, conversations",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/08/Mentionmapp-290x174.png,,,,,,,,,,,,,,,,
MICROSTRATEGY,#NAME?,http://www.microstrategy.com/us/free/desktop,"MicroStrategy Desktop is a fast, user-friendly visual analytics tool. Designed for self-service, it empowers business people to analyze and understand data without specialized expertise. With Analytics Desktop, it takes just minutes to create stunning, interactive data visualizations and data-driven stories that create new insight and new understanding.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/MicrosStrategy-290x174.png,,,,,,,,,,,,,,,,
MIRADOR,#NAME?,http://fathom.info/mirador/,"Mirador is a tool for visual exploration of complex datasets which enables users to infer new hypotheses from the data and discover correlation patterns. Mirador is in its first phase of development, and its source code is available under the GNU Public License v2.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Mirador-290x174.png,,,,,,,,,,,,,,,,
MISO,#NAME?,http://misoproject.com/,"Miso is an open source toolkit designed to expedite the creation of high-quality interactive storytelling and data visualisation content. Miso consists of Dataset, a JavaScript client-side data management and transformation library, Storyboard, a state and flow-control management library & d3.chart, a framework for creating reusable charts with d3.js. Miso is in active development, and will have components released as they are completed.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Miso-290x174.png,,,,,,,,,,,,,,,,
MODE,#NAME?,https://modeanalytics.com/,"Mode’s mission is to connect data and the people who analyze and visualize it. We’ve built a web-based tool that executes analysis, displays results, and renders fully custom visualizations all in one place. By saving, versioning, and packaging the entire workflow together, anyone who discovers the analysis can immediately click through the results to see the underlying data, the analysis, and how the visualization was created. Right now, we’re focused on supporting SQL for analysis and web languages (HTML, CSS, and Javascript) for visualizations, though we’re planning to adding R- and Python-based tools soon.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Mode-290x174.png,,,,,,,,,,,,,,,,
MODEST MAPS,#NAME?,http://modestmaps.com/,"Modest Maps is a small, extensible, and free library for designers and developers who want to use interactive maps in their own projects. It provides a core set of features in a tight, clean package with plenty of hooks for additional functionality.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ModestMaps-290x174.png,,,,,,,,,,,,,,,,
MONDRIAN,#NAME?,http://www.theusrus.de/Mondrian/,"Mondrian is a general purpose statistical data-visualisation system written in Java. It features outstanding interactive visualisation techniques for data of almost any kind, and has particular strengths, compared to other tools, for working with categorical, geographical and large data sets. Currently implemented plots comprise Histograms, Boxplots y by x, Scatterplots, Barcharts, Mosaicplots, Missing Value Plots, Parallel Coordinates/Boxplots, SPLOMs and Maps. Mondrian works with data in standard tab-delimited or comma-separated ASCII files and can load data from R workspaces.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Mondrian-290x174.png,,,,,,,,,,,,,,,,
MR DATA CONVERTER,#NAME?,http://shancarter.github.io/mr-data-converter/,"Mr Data Converter is a very able fellow, who promises to convert your Excel data into one of several web-friendly formats, including HTML, JSON and XML.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MrDataConverter-290x174.png,,,,,,,,,,,,,,,,
MR PEOPLE,#NAME?,http://people.ericson.net/,"Mr People is a name converter/cleaner/standardiser, developed by Matt Ericson.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/MrPeople-290x174.png,,,,,,,,,,,,,,,,
NATURAL EARTH,#NAME?,http://www.naturalearthdata.com/,"Natural Earth is a public domain map dataset available at 1:10m, 1:50m, and 1:110 million scales. Featuring tightly integrated vector and raster data, with Natural Earth you can make a variety of visually pleasing, well-crafted maps with cartography or GIS software.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/NaturalEarth-290x174.png,,,,,,,,,,,,,,,,
NITRO,#NAME?,http://www.nitropdf.com,"Amongst many other features, Nitro Pro 8 lets you easily reuse and repurpose text, images, or entire documents, with tools to accurately convert and extract PDF files and their content.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Nitro-290x174.png,,,,,,,,,,,,,,,,
NODEBOX,#NAME?,http://nodebox.net/code/index.php/Home,"The NodeBox family of tools gives you the leverage to create generative design the way you want: a desktop application that lets you create generative, static, animated or interactive visuals. Using open-source tools designers can automate boring production challenges, visualize large sets of data and access the raw power of the computer without thinking in ones and zeroes. Nodebox's tools integrate with traditional design applications and run on many platforms.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Nodebox-290x174.png,,,,,,,,,,,,,,,,
NODEXL,#NAME?,http://nodexl.codeplex.com/,"NodeXL is a free, open-source template for Microsoft Excel 2007, 2010 and 2013 that makes it easy to explore network graphs.  With NodeXL, you can enter a network edge list in a worksheet, click a button and see your graph, all in the familiar environment of the Excel window.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/NodeXL-290x174.png,,,,,,,,,,,,,,,,
NUMBER PICTURE,#NAME?,http://numberpicture.com/,"Creating an infographic is as simple as clicking, dragging and dropping. To create charts just copy-and-paste your spreadsheet data or connect to a multitude of sources like Google Analytics, LinkedIn and Facebook. Currently awaiting Beta version release.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/NumberPicture-290x174.png,,,,,,,,,,,,,,,,
NUMBERS,#NAME?,http://www.apple.com/uk/iwork/numbers/,"Numbers is the spreadsheet application from Apple's iWork suite, so naturally has compatibility across all Apple devices. ""Transform your data into compelling 2D or 3D bar, line, area or pie charts. Combine line, column and area series in a single mixed chart. Create 2-axis charts with different value scales. Even apply trendlines and error bars. The charts you create in Numbers can be linked to your Pages documents and Keynote presentations, so you can easily keep all your documents up to date"". As with Excel you can do some very bad things but take control of the charting features yourself and you can manipulate the tools to create some elegant solutions.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Numbers-290x174.png,,,,,,,,,,,,,,,,
NVIVO,#NAME?,http://www.qsrinternational.com/products_nvivo.aspx,"NVivo is software that supports qualitative and mixed methods research. It lets you collect, organize and analyze content from interviews, focus group discussions, surveys, audio – and now in NVivo 10 - social media data, YouTube videos and web pages",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Nvivo-290x174.png,,,,,,,,,,,,,,,,
ODYSSEY.JS,#NAME?,http://cartodb.github.io/odyssey.js/,"Odyssey.js is an open source library that allows journalists, designers and creators to weave interactive stories on the web. Although the web has many possibilities for interactivity compared to print or TV, most content we consume online is still plain text. Some experiments have been made in interactive storytelling: the famous New York Time’s Snowfall or the Malofiej Awards winner NSA Files: Decoded. But crafting these stories is complex both in terms of design and software development cost, requiring custom code.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Odysseyjs-290x174.png,,,,,,,,,,,,,,,,
OFFICEREPORTS,#NAME?,http://www.officereports.com/,"OfficeReports offers an add-in for Excel and PowerPoint for data visualisation. In Excel we have our ‘Analytics’ menu for tabulation and charting from raw-data (Excel, SPSS and Triple-S), and in PowerPoint we have our ‘Link’ menu for linking Excel data to PowerPoint tables, charts and shapes. In fact, it does a lot more than just ‘linking’ - any report production can be automated using OfficeReports.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/OfficeReports-290x177.png,,,,,,,,,,,,,,,,
OMNIGRAFFLE,#NAME?,http://www.omnigroup.com/products/omnigraffle/,"Need a diagram, process chart, quick page-layout, website wireframe or graphic design? OmniGraffle can help you make eye-popping graphic documents quickly by keeping lines connected to shapes even when they're moved, providing powerful styling tools, importing and exporting Microsoft Visio files, and magically organizing diagrams with just one click. Whether you need a quick sketch or an epic technical figure, OmniGraffle keeps it gorgeously understandable.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Omni-290x174.png,,,,,,,,,,,,,,,,
ONLINE COLOUR CHALLENGE,#NAME?,http://xritephoto.com/online-color-test-challenge,"How well do you see colour? FACT: 1 out of 255 women and 1 out of 12 men have some form of color vision deficiency. Take the online color challenge, based on the official FM100 Hue Test by X-Rite.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ColorChallenge-290x174.png,,,,,,,,,,,,,,,,
OPEN REFINE,#NAME?,https://github.com/OpenRefine,"Formerly known as Google Refine, Open Refine is a power tool for working with messy data, cleaning it up, transforming it from one format into another, extending it with web services, and linking it to databases like Freebase.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Refine-290x174.png,,,,,,,,,,,,,,,,
OPENHEATMAP,#NAME?,http://www.openheatmap.com/,"OpenHeatMap is a straightforward and accessible way for non-specialists to upload data and create maps that communicate information. Developed by Pete Warden, and incorporating the OpenStreetMap map data, it transforms data from sources such as a Google Spreadsheet into an interactive, animated view of a geographical area, which you can then share online. For developers, it’s a JQuery plugin that makes it easy to create a completely open-source mapping component on any web page, using either Flash or HTML5’s Canvas element.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/OpenHeatMap-290x174.png,,,,,,,,,,,,,,,,
OPENLAYERS,#NAME?,http://openlayers.org/,"OpenLayers makes it easy to put a dynamic map in any web page. It can display map tiles and markers loaded from any source. OpenLayers has been developed to further the use of geographic information of all kinds. It is completely free, Open Source JavaScript, released under the 2-clause BSD License (also known as the FreeBSD). OpenLayers 3 is a comprehensive rewrite of the library, targeting the latest in HTML5 and CSS3 features. The new version of the library focuses on performance improvements, lighter builds, prettier visual components, an improved API, and more...",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/OpenLayers1-290x173.png,,,,,,,,,,,,,,,,
OPENOFFICE CALC,#NAME?,http://www.openoffice.org/product/calc.html,"For those who cannot access Microsoft Excel or prefer open-source options, OpenOffice.org is provides a web-based office platform mirroring much of the functionality provided by Microsoft Office. The aim is “to create the best possible office suite that all can use”. The Excel equivalent is Calc and although some of the graphing features are limited it is an ever-improving tool, with version 4 recently released.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Calc-290x174.png,,,,,,,,,,,,,,,,
ORANGE,#NAME?,http://orange.biolab.si,Orange offers open source data visualization and analysis for novice and experts. Data mining through visual programming or Python scripting. Components for machine learning. Add-ons for bioinformatics and text mining. Packed with features for data analytics.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Orange-290x174.png,,,,,,,,,,,,,,,,
OUTWIT,#NAME?,http://www.outwit.com/products/hub/,"OutWit Hub explores the depths of the Web for you, automatically collecting and organizing data and media from online sources. OutWit Hub breaks down Web pages into their different constituents. Navigating from page to page automatically, it extracts information elements and organizes them into usable collections.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Outwit-290x174.png,,,,,,,,,,,,,,,,
P5.JS,#NAME?,https://p5js.org/,"p5.js is a JavaScript library that starts with the original goal of Processing—to make coding accessible for artists, designers, educators, and beginners—and reinterprets this for today's web. Using the original metaphor of a software sketchbook, p5.js has a full set of drawing functionality. However, you're not limited to your drawing canvas, you can think of your whole browser page as your sketch! For this, p5.js has addon libraries that make it easy to interact with other HTML5 objects, including text, input, video, webcam, and sound. p5.js is a new interpretation, not an emulation or port, and it is in active development.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/p5-290x174.png,,,,,,,,,,,,,,,,
PAGE FLOW,#NAME?,http://pageflow.io/,(German Translation) Page Flow is a tool for multimedia storytelling. In collaboration with the WDR we have developed a tool which journalists have the possibility to concentrate on the preparation of such reports on the content.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/PageFlow-290x173.png,,,,,,,,,,,,,,,,
PALLADIO,#NAME?,http://hdlab.stanford.edu/projects/palladio/,"Palladio is a web-based platform for the visualization of complex, multi-dimensional data. It is a product of the ""Networks in History"" project that has its roots in another humanities research project based at Stanford: Mapping the Republic of Letters (MRofL). MRofL produced a number of unique visualizations tied to individual case studies and specific research questions. You can see the tools on this site and read about the case studies at republicofletters.stanford.edu.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Palladio-290x174.png,,,,,,,,,,,,,,,,
PANDA,#NAME?,http://pandaproject.net/,"PANDA is a tool for journalists to manage data within the newsroom. First and foremost PANDA is a ""data library"", which means that it stores all the data you work with--voter registration records, police reports, water testing results, etc. When you upload your data to PANDA it is stored safely away so that it can be easily found again, either by yourself or by another reporter in your organization. PANDA is also a search engine. By uploading your datasets to PANDA you make them searchable by everyone in your organization. This search feature is designed to work like Google, so you don't need to learn a new way of exploring the data.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Panda-290x174.png,,,,,,,,,,,,,,,,
PAPER.JS,#NAME?,http://paperjs.org/about/,"Paper.js is an open source vector graphics scripting framework that runs on top of the HTML5 Canvas. It offers a clean Scene Graph / Document Object Model and a lot of powerful functionality to create and work with vector graphics and bezier curves, all neatly wrapped up in a well designed, consistent and clean programming interface. Paper is the successor or (perhaps better) the alternative to Scriptographer for working with Adobe CS6 onwards.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Paper-290x174.png,,,,,,,,,,,,,,,,
PARALLEL SETS,#NAME?,http://eagereyes.org/parallel-sets,"Parallel Sets (ParSets) is a visualization application for categorical data, like census and survey data, inventory, and many other kinds of data that can be summed up in a cross-tabulation. ParSets provide a simple, interactive way to explore and analyze such data. Available for Mac, Windows and Linux.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ParSets-290x174.png,,,,,,,,,,,,,,,,
PARSEHUB,#NAME?,https://www.parsehub.com/,"You can extract data from anywhere. ParseHub works with single-page apps, multi-page apps and just about any other modern web technology. ParseHub can handle Javascript, AJAX, cookies, sessions and redirects. You can easily fill in forms, loop through dropdowns, login to websites, click on interactive maps and even deal with infinite scrolling.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/ParseHub-290x167.png,,,,,,,,,,,,,,,,
PATHLINE,#NAME?,http://www.cs.utah.edu/~miriah/pathline/Overview.html,Pathline is a very specific visualization tool for comparative functional genomics that supports analysis of three types of biological data at once: functional data such as gene activity measurements,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Pathline-290x174.png,,and phylogenetic data describing ancestral relationships between species.,,,,,,,,,,,,,,
PDF2XL,#NAME?,http://www.cogniview.com/pdf2xl.php,"PDF to Excel allows you to easily convert PDF files to Excel, CSV and More. It is easy to use, accurate, fast and facilitates advanced editing & tweaking.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/pdf2xl-290x174.png,,,,,,,,,,,,,,,,
PELTIER TECH CHART UTILITY,#NAME?,http://peltiertech.com/Utility20/PeltierTechUtility.html,"Jon Peltier's Tech Chart Utility provides custom chart types and formatting tools for Microsoft Excel. It works in Excel for Windows versions 2007, 2010, and 2013 (32-bit and 64-bit and now also in Excel 2011 for Macintosh. It is integrated into Microsoft Excel spreadsheet software as a standard add-in allowing you to create complex charts in a few simple steps using intuitive dialog without the need for programming or formula skills. It is easy to install, and the utility adds a custom tab to the Excel Ribbon. You can customize the finished charts with your own colors, fonts, and other formatting and easily access all the provided functionality from your own VBA programs.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Peltier-290x173.png,,,,,,,,,,,,,,,,
PERSPECTIVE,#NAME?,http://pixxa.com/,"Perspective is a platform for exploring, creating, and sharing audiovisual stories. Today's storytelling involves a mishmash of apps, websites, blog tools, and technologies. Perspective simplifies all this by combining the essential elements of storytelling into a single iPad App.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Perspective-290x160.png,,,,,,,,,,,,,,,,
PHOTOTRAILS,#NAME?,http://phototrails.net/,"Phototrails is a research project that uses media visualization techniques for exploring visual patterns, dynamics and structures in user-generated photos.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/PhotoTrails-290x174.png,,,,,,,,,,,,,,,,
PIKTOCHART,#NAME?,http://piktochart.com/,"Piktochart helps you to create infographics, share and get results in 3 easy steps: No design experience required!",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/PiktoChart-290x174.png,,,,,,,,,,,,,,,,
PIVOTVIEWER,#NAME?,http://www.microsoft.com/silverlight/pivotviewer/,"PivotViewer is a Silverlight control that makes it easier to interact with massive amounts of data on the web in ways that are powerful, informative, and fun. By visualizing thousands of related items at once, users can see trends and patterns that would be hidden when looking at one item at a time.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/PivotViewer-290x174.png,,,,,,,,,,,,,,,,
